DocID,SentID,DecisionToInclude,docLen,SentLen,SentAVG,TF,IDF,strSeg
9,36,1,264,54,0.2,0.11,13.85,، وكانت البداية لسلسلة حفلات حظيت بنجاح منقطع النظير .
9,37,0,264,85,0.32,0.16,18.6,لما قدمته من جديد على صعيد التوزيع الموسيقي والتنوع في الأغاني بين القديمة والحديثة .
9,38,0,264,26,0.1,0.11,8.37,، ألبوم ولا كيف عام 2001 .
9,39,0,264,33,0.12,0.1,7.4,كان آخر ما قدمته فيروز من تسجيل .
9,40,0,264,52,0.2,0.13,14.84,، وجميع عشاقها في انتظار ألبوم جديد طال الحديث عنه .
9,41,0,264,75,0.28,0.17,17.91,، ومن المرجح أن تأخره عائد إلى الأوضاع الحرجه في لبنان في الآونة الأخيرة  .
10,1,1,198,82,0.41,0.26,15.37,﻿لوتشانو بافاروتي مواليد مودينا في 12 أكتوبر 1935 -توفي بمودينا في 6 سبتمبر 2007 .
10,2,1,198,94,0.47,0.34,16.82,، مغني تينور إيطالي ، يعد من أشهر فنانين الأوبرا في الطبقة العالية من الرجال في عصرنا الحاضر .
10,3,0,198,24,0.12,0.09,3.49,، وأحد التينور الثلاثة .
10,4,1,198,26,0.13,0.14,4.29,وقد ولد في مدينة مودينا  .
10,5,0,198,47,0.24,0.16,8.92,ولد في بمدينة مودينا شمال إيطاليا لعائلة خباز .
10,6,1,198,56,0.28,0.11,17.25,، بعد أن تخلى عن حلمه بأن يصبح حارس مرمى كرة قدم محترف .
10,7,1,198,40,0.2,0.17,8.92,، ثم قضاء سبعة سنوات في التدريب الصوتى .
10,8,0,198,49,0.25,0.21,7.63,، بدأ بافاروتي حياته كتينور في إيطاليا عام 1961 .
10,9,0,198,78,0.39,0.21,10.21,، ثم بدأ الغناء في دور الأوبرا فيهولندا و فيينا ولندنوأنقرةوبودابستوبرشلونة  .
10,10,0,198,74,0.37,0.09,15.12,وقد اكتسب التينور الشاب حينها الخبرة القيمة بالإضافة إلى التقدير الواضح  .
10,11,0,198,133,0.67,0.14,27.32,وفى أثناء عروضه للولايات المتحدة على دعوة من السوبرانوساثرلاندعام 1965 زاع صيته وثبت أقدامه على الساحة العالمية بين عامى 1966 و1972 .
10,12,0,198,39,0.2,0.27,4.99,حيث أدى في أكبر دور الأوبرا في العالم .
10,13,1,198,22,0.11,0.04,5.91,مثل La Scalaفى ميلان .
10,14,0,198,24,0.12,0.04,4.41,بحلول منتصف السبعينيات .
10,15,1,198,82,0.41,0.23,14.78,، صار بافاروتي مشهورا في جميع أنحاء العالم بتميز وروعة صوته خاصة الطبقات العليا  .
10,16,1,198,22,0.11,0.05,5.51,وبين عامى 1970 و1980 .
10,17,0,198,98,0.49,0.33,14.86,كان بافاروتي قد اثبت نفسه كأحد أعظم مطربي التينور بعروضه المتعددة في أكبر دور الأوبرا في العالم  .
10,18,0,198,81,0.41,0.21,16.29,كما زاع صيته خارج نطاق جمهور الأوبرا كنجم غنائي في عام كأس العالم بإيطاليا خاصة .
10,19,0,198,112,0.57,0.22,19.51,بعد أدائه الرائعة لأريا Nessun Dormaمن أوبراTurandot كأحد التينور الثلاثة في حفلهم الأول عشية نهائي كأس العالم .
10,20,0,198,125,0.63,0.27,24.39,، غنى فيها بافاروتي مع نجمي التينور بلاسيدو دومينجو وخوسيه كاريراس ومعا حققوا شهرة طاغية ونجاحا عظيما في جميع أنحاء العالم  .
10,21,0,198,61,0.31,0.16,12.21,السنوات التالية لاقت تقلصا في عدد أدائه للأوبرات على المسرح .
10,22,0,198,30,0.15,0.13,5.91,بسبب الزيادة المفرطة في وزنه .
10,23,0,198,53,0.27,0.32,10.11,وكان أخر أداء في أوبرا له في مارس عام 2004 في Mets  .
10,24,1,198,91,0.46,0.17,16.84,وفى الأوليمبيات الشتوية في تورينو Turinعام 2006 شاهدته إيطاليا والعالم يغنى للمرة الأخيرة .
10,25,1,198,71,0.36,0.11,12.65,حيث غنى بافاروتي Nessun Dorma وأدت الجموع الكبيرة دور الكورال المصاحب .
10,26,1,198,21,0.11,0.16,4.41,، في أداء مهيب مؤثر .
11,1,1,132,111,0.84,0.17,4.7,﻿تبدأ الغرفة التجارية الصناعية في محافظة الأحساء تنفيذ برامجها التدريبية النسائية اعتبارا من يوم الأحد المقبل .
11,2,1,132,52,0.39,0.1,3.24,وذلك من خلال برنامجين نسائيين بعنوان "فنون التعامل .
11,3,1,132,61,0.46,0.24,4.17,مع الزوج" وذلك في الفترة من 7 - 8 من شهر ربيع الثاني الحالي .
11,4,1,132,47,0.36,0.17,3.36,، والبرنامج الآخر "الحب وحده لا يكفي للأبناء" .
11,5,0,132,48,0.36,0.17,2.67,وذلك في الفترة 9 -10 من شهر ربيع الثاني الحالي .
11,6,0,132,93,0.7,0.25,3.6,، وتقدمهما الدكتورة وداد العيسى من دولة الكويت في مقر الغرفة بمدينة المبرز التابعة للأحساء  .
11,7,1,132,121,0.92,0.2,4.53,وأوضح مدير التدريب والتطوير بالغرفة بدر الحليبي أن المحاضرة ستتناول في البرنامج الأول دراسة لأفضل توافق زواجي في العالم .
11,8,0,132,25,0.19,0.12,0.64,، ومظاهر الأسرة السعيدة .
11,9,0,132,37,0.28,0.15,1.45,، ومكونات الزواج السعيد وغير السعيد .
11,10,1,132,31,0.23,0.15,0.64,، وكيف تقيمين علاقاتك الزوجية .
11,11,0,132,40,0.3,0.18,0.76,، والحاجات العاطفية المطلوبة في الزواج .
11,12,0,132,32,0.24,0.13,1.05,، وقواعد تحسين العلاقة الزوجية .
11,13,0,132,43,0.33,0.16,0.24,، بالإضافة إلى مهارات الاتصال بين الزوجين .
11,14,0,132,26,0.2,0.12,0.64,، وفنون التحدث والاستماع .
11,15,0,132,36,0.27,0.15,0.64,، ومهارات حل النزاعات بين الزوجين  .
11,16,1,132,40,0.3,0.1,0.35,كما تتناول عده محاور في البرنامج الآخر .
11,17,0,132,29,0.22,0.04,1.33,ومن أبرزها التواصل الإيجابي .
11,18,0,132,79,0.6,0.4,2.38,مع الأبناء ، وعناصر الاتصال مع الأبناء ، وتصنيف الدراسات لأنماط شخصية الأبناء .
11,19,0,132,91,0.69,0.56,3.02,، وكيفية الحوار مع الأبناء ، وكيف نثق في أنفسنا وفي الأبناء ، وكيف نربي الثقة عند الأبناء .
11,20,0,132,30,0.23,0.15,1.05,، وكيف تكسب الأم صداقة ابنها .
11,21,0,132,30,0.23,0.14,0.24,، بالإضافة إلى أسباب المشاكل .
11,22,0,132,41,0.31,0.24,0.64,مع الأبناء ، ومهارات حل مشكلات الأبناء  .
12,1,1,145,118,0.81,0.19,10.75,﻿ _طرح مدير مدرسة حبيب بن زيد الأنصاري الابتدائية برنامجا هو الأول من نوعه على مستوى منطقة المدينة المنورة التعليمية .
12,2,1,145,50,0.34,0.21,3.31,، إن لم يكن الأول من نوعه على مستوى السعودية على .
12,3,1,145,85,0.59,0.25,5.35,حسب تصريحه ، تمثل في إقامة البرنامج التأهيلي للطلاب المستجدين في المرحلة الابتدائية .
12,4,1,145,31,0.21,0.05,2.84,هذه الأيام ولمدة ثلاثة أسابيع .
12,5,0,145,42,0.29,0.19,3.02,، بدلا من إقامته في بداية العام الدراسي  .
12,6,1,145,43,0.3,0.08,3.82,وقال مدير المدرسة أحمد الجمعان عن التجربة .
12,7,1,145,44,0.3,0.13,5.1,التي لا تزال في بدايتها " لا يمكن خوض غمار .
12,8,1,145,58,0.4,0.13,5.39,هذه التجربة في ظل عدم مساندة وتعاون أولياء أمور التلاميذ .
12,9,1,145,46,0.32,0.2,3.31,، ف90% من التلاميذ الجدد المسجلين انخرطوا في .
12,10,1,145,79,0.54,0.27,5.74,هذا البرنامج الذي نسعى من خلاله إلى كسر حاجز الخوف ، وترغيب الطالب في المدرسة .
12,11,0,145,41,0.28,0.19,2.9,، كما نهدف إلى استثمار الوقت في الإجازة .
12,12,0,145,87,0.6,0.2,9.48,من خلال تفعيل دور الأسرة ، إذ نوفر لكل طالب قرصا مدمجا (سي دي) لمنهج القراءة والكتابة .
12,13,0,145,36,0.25,0.13,3.53,، ومذكرة تحتوي على أنشطة تعليمية"  .
12,14,0,145,39,0.27,0.13,2.21,وحضور التلميذ إلى المدرسة للمشاركة في .
12,15,0,145,40,0.28,0.08,3.31,هذا البرنامج غير مقيد بمدة زمنية معينة .
12,16,0,145,24,0.17,0.1,2.55,، ومن دون حقائب مدرسية .
12,17,0,145,75,0.52,0.19,6.59,، كما يترك فيه للطالب حرية التعرف على مرافق المدرسة ومعلمي الصفوف الأولية .
12,18,0,145,42,0.29,0.14,3.01,، كما يتضمن رحلة أسبوعية إلى مدينة ألعاب .
12,19,0,145,33,0.23,0.1,2.55,، وإجراء مسابقات يومية ترفيهية  .
12,20,0,145,51,0.35,0.13,3.08,يذكر أن عدد الطلاب المسجلين في البرنامج 75 طالبا  .
13,1,1,363,73,0.2,0.1,26.74,﻿ يشكل الإصلاح في العالم العربي أحد أهم محاور المنتدى الاقتصادي العالمي .
13,2,1,363,118,0.33,0.15,48.87,الذي يتخلى عن نخبويته لأول مرة ليرتكز في حوارا ته حوله إلى استطلاعات رأي تخاطب نبض الشارع العربي من محيطه إلى خليجة  .
13,3,0,363,1,0.0,0.05,-0.04,.
13,4,0,363,1,0.0,0.05,-0.04,.
13,5,1,363,129,0.36,0.13,49.92,ماذا يريد وما هي أولوياته؟ وبانتظار نتائج استفتاء قناة العربية التى ستناقش في ثلاث جلسات عمل الى جانب استطلاع ينفذه معهد غالوب  .
13,6,0,363,1,0.0,0.05,-0.04,.
13,7,1,363,35,0.1,0.07,13.21,ثمة قناعة بدأت تتبلور بان الاصلاح .
13,8,0,363,56,0.15,0.07,23.43,قد بات مطلبا ذاتيا ملحا يحظى بإجماع يعزل معه الرافضين  .
13,9,1,363,45,0.12,0.1,16.75,في الأردن ثمة ورشة حوارية دائرة في الجامعات .
13,10,1,363,124,0.34,0.13,41.93,وفي الصحافة ومؤسسات المجتمع المدني هدفها إشراك المجتمع على اختلاف شرائحه لبناء خزان افكار حول عملية الإصلاح بمفهومه الشامل .
13,11,1,363,77,0.21,0.11,29.6,الذي يحتاج لان يبنى على أرضية صلبة ومؤسسية بشراكة الجميع بقناعة بان نتاج كل .
13,12,0,363,74,0.2,0.1,32.5,هذا الجهد انما هي مصلحة للجميع وبان أي تعثر انما هو مسؤولية وضرر للجميع  .
13,13,0,363,1,0.0,0.05,-0.04,.
13,14,0,363,59,0.16,0.09,19.58,فالشراكة هي التي ينخرط المجتمع بكل فئاته وأجياله لبنائها  .
13,15,1,363,28,0.08,0.07,8.74,والمفهوم الشامل للاصلاح هو .
13,16,1,363,102,0.28,0.12,35.09,الذي لا يقيد نفسه بجزئية السياسة على اهميتها لكنه جسد متكامل يضم التعليم والقضاء والاقتصاد والإعلام  .
13,17,0,363,1,0.0,0.05,-0.04,.
13,18,0,363,44,0.12,0.08,18.33,فعند الحديث عن التعليم ينبغي أن نقف لنسأل  .
13,19,0,363,1,0.0,0.05,-0.04,.
13,20,1,363,60,0.17,0.12,25.5,هل تضييق الفجوة بين من هو قادر على توفير بيئة ملائمة يتعلم .
13,21,1,363,40,0.11,0.1,16.97,فيها ابنه وبين من لا يستطيع أمر مرفوض  .
13,22,0,363,1,0.0,0.05,-0.04,.
13,23,0,363,71,0.2,0.11,24.33,؟ بعد عامين على إدخال اللغة الانجليزية والكمبيوتر الى المدارس العامة  .
13,24,0,363,1,0.0,0.05,-0.04,.
13,25,0,363,97,0.27,0.12,36.15,بالتأكيد هناك فرق ، والا ما معنى ذلك الشغف الذى بات يبديه التلاميذ للتعليم في المدارس الحكومية  .
13,26,0,363,1,0.0,0.05,-0.04,.
13,27,0,363,2,0.01,0.06,3.18,".
13,28,0,363,40,0.11,0.08,19.36,انظر الى ابنك فانك حتما ستلاحظ الفرق " .
13,29,0,363,31,0.09,0.08,12.11,لكن ما نزال نحتاج الى الكثير  .
13,30,0,363,106,0.29,0.13,38.75,ان التعليم وحده هو الذي يحدث الفرق عندما تحرز ثقافة المجتمع تطورا ملموسا وتترسخ مبادىء تكافؤ الفرص بفضله .
13,31,0,363,104,0.29,0.11,36.96,لقد عزز الملك اتجاهات الاصلاح والتحديث باشراف منه ومتابعة حثيثة عبر برنامج احالها الى استراتيجية تتصدى .
13,32,0,363,49,0.13,0.07,16.72,لها الحكومات المتعاقبة بمعزل عن التوتر الاقليمي .
13,33,0,363,153,0.42,0.23,56.88,فقد قرر ان لا يتريث كما فعل غيره وان لا ينتظر الى ان يحدث الاستقرار السياسي في المنطقة على اهميته للبدء بالاصلاحات و نتائج البداية المبكرة قادمة لا ريب .
13,34,0,363,93,0.26,0.15,35.71,، فالاصلاحات التي ستاخذ من الان نهجا مؤسسيا ستدفع لان يصبح الاردن نموذجا يحتذى في المنطقة»  .
13,35,0,363,31,0.09,0.09,12.76,لقد حدد الملك عددا من القضايا .
13,36,0,363,39,0.11,0.09,14.78,التي لا تحتمل التأجيل ولا تقبل التردد .
13,37,0,363,117,0.32,0.09,38.24,منها تحرير الاقتصاد وتحديثه ورفع مستوى معيشة الاردنيين وتبني سياسات اقتصادية تؤهل الاردن للاندماج بالاقتصاد العالمي .
13,38,0,363,78,0.21,0.12,28.31,، للاستفادة بأكبر قدر ممكن من الفرص المتاحة على اساس ابراز المزايا التنافسية .
13,39,0,363,23,0.06,0.07,8.74,التي يتمتع بها الاردن .
13,40,0,363,51,0.14,0.12,17.23,ان احداث التنمية عملية لا تقتصر على الحكومة وحدها .
13,41,0,363,50,0.14,0.08,17.05,مع دورها الحيوي والاساسي في تهيئة المناخ الملائم .
13,42,0,363,106,0.29,0.11,40.14,لاطلاقها والعمل بعزم »لزيادة نسبة النمو الاقتصادي وتوفير فرص العمل للشباب والحد من مشكلتي الفقر والبطالة .
13,43,0,363,145,0.4,0.13,49.62,، بتطوير البرامج التعليمية وربطها بسوق العمل وبرامج التدريب المهني وتبني استراتيجية طموحة لتنمية المحافظات بمشاركة فاعلة من المجتمعات المحلية»  .
13,44,0,363,41,0.11,0.08,15.34,ان مبادرات كثيرة أطلقها الملك اراد معها .
13,45,0,363,50,0.14,0.1,16.65,ان تشكل نماذج يجب على المؤسسات الحكومية والاهلية .
13,46,0,363,114,0.31,0.15,41.72,ان تقتفي آثارها وهي التي لامست عمق حاجات المجتمع وتطلعات ابنائه الى حياة تقوم على الابداع والمبادرة وحفز الانتاج .
13,47,0,363,71,0.2,0.13,31.21,ان نعطي المواطن سنارة تمكنه من صيد دائم افضل من منحه سمكة لمرة واحدة  .
14,1,1,230,47,0.2,0.16,10.84,﻿تعرف الرياضيات بأنها دراسة القياس و الحساب ؛ .
14,2,1,230,43,0.19,0.15,10.15,هذا بالإضافة إلى المفاهيم الحديثة نسبيا و .
14,3,1,230,53,0.23,0.27,15.92,منها البنية ، الفضاء أو الفراغ ، و التغير و الابعاد .
14,4,1,230,112,0.49,0.36,24.29,و بشكل عام قد يعرفها البعض على أنها دراسة البنى المجردة باستخدام المنطق و البراهين الرياضية و التدوين الرياضي  .
14,5,1,230,79,0.34,0.32,18.42,و بشكل أكثر عمومية ، قد تعرف الرياضيات أيضا على انها دراسة الأعداد و أنماطها  .
14,6,0,230,42,0.18,0.16,10.62,و لقد نشأت الرياضيات بقيام الإنسان بقياس .
14,7,0,230,87,0.38,0.31,24.48,ما يشاهده من ظواهر الطبيعة بناء على فطرة و خاصية في الإنسان ألا و هى اهتمامه بقياس كل .
14,8,0,230,36,0.16,0.08,9.53,ما حوله إلى جانب إحتياجاته العملية .
14,9,0,230,288,1.25,0.92,74.7,فهكذا كان هناك ضرورة لقياس قسمة المقوتة (الطعام) بين أفراد العائلة و قياس الوقت و الفصول و المحاصيل الزراعية تقسيم الأراضى و غنائم الحملات الحربية و المحاسبة للتمكن من الإتجار إلى جانب علم الملاحة بالنجوم في السفر و الترحال للتجارة و الإستكشاف و القياسات اللازمة لتشييد الأبنية و المدن  .
14,10,1,230,27,0.12,0.14,6.43,و هكذا فإن البنى الرياضية .
14,11,1,230,29,0.13,0.05,7.71,التي يدرسها الرياضيون غالبا .
14,12,1,230,35,0.15,0.07,9.53,ما يعود اصلها إلى العلوم الطبيعية .
14,13,1,230,89,0.39,0.31,25.06,، و خاصة علم الطبيعة ، ولكن الرياضيين يقومون بتعريف و دراسة بنى اخرى لاغراض رياضية بحتة .
14,14,1,230,61,0.27,0.15,18.78,، لان هذه البنى قد توفر تعميما لحقول اخرى من الرياضيات مثلا .
14,15,1,230,43,0.19,0.11,13.39,، او ان تكون عاملا مساعدا في حسابات معينة .
14,16,0,230,68,0.3,0.23,17.17,، و اخيرا فان الرياضيين قد يدرسون حقولا معينة من الرياضيات لتحمسهم .
14,17,0,230,54,0.23,0.19,15.31,لها ، معتبرين ان الرياضيات هي فن و ليس علما تطبيقيا  .
14,18,0,230,79,0.34,0.12,20.22,كان الكتبة البابليون منذ أكثر من 3000 عام يمارسون كتابة الأعداد وحساب الفوائد .
14,19,0,230,36,0.16,0.07,8.41,ولاسيما في الأعمال التجارية ببابل  .
14,20,0,230,79,0.34,0.11,20.98,وكانت الأعداد والعمليات الحسابية تدون فوق ألواح الصلصال بقلم من البوص المدبب  .
14,21,0,230,24,0.1,0.07,8.41,ثم توضع في الفرن لتجف  .
14,22,0,230,44,0.19,0.06,11.61,وكانوا يعرفون الجمع والضرب والطرح والقسمة  .
14,23,0,230,53,0.23,0.08,14.4,ولم يكونوا يستخدمون فيها النظام العشري المتبع حاليا .
14,24,0,230,49,0.21,0.08,13.48,مما زادها صعوبة حيث كانوا يتبعون النظام الستيني .
14,25,0,230,52,0.23,0.12,15.3,الذي يتكون من 60 رمزا للدلالة علي الأعداد من 1-60  .
14,26,0,230,47,0.2,0.09,12.86,وطور قدماء المصريين هذا النظام في مسح الأراضي .
14,27,0,230,30,0.13,0.06,8.56,بعد كل فيضان لتقدير الضرائب  .
14,28,0,230,32,0.14,0.08,7.24,كما كانوا يتبعون النظام العشري .
14,29,0,230,36,0.16,0.06,9.66,وهو العد بالآحاد والعشرات والمئات  .
14,30,0,230,24,0.1,0.05,6.11,لكنهم لم يعرفوا الصفر  .
14,31,0,230,54,0.23,0.09,16.05,لهذا كانوا يكتبون 600بوضع 6رموز يعبر كل رمز على 100  .
15,1,1,218,41,0.19,0.08,8.31,﻿الفيزياء لفظ اشتق من اليونانية فيزيكوس .
15,2,1,218,41,0.19,0.12,8.7,اي طبيعي ، والكلمة مشتقة من الجذر فيزيس .
15,3,1,218,10,0.05,0.04,2.02,اي طبيعة .
15,4,1,218,25,0.11,0.08,3.23,الفيزياء هو علم الطبيعة .
15,5,1,218,57,0.26,0.14,11.63,، فبدءا من الكوارك البالغ الصغر إلى الكون العظيم الممتد .
15,6,1,218,43,0.2,0.12,6.96,، تحاول الفيزياء صياغة قوانين رياضية تحكم .
15,7,1,218,72,0.33,0.16,13.21,هذا العالم المادي الطبيعي و سبر أغوار تركيب المادة و مكوناتها الأساسية .
15,8,1,218,61,0.28,0.2,9.07,، و القوى الأساسية التي تتبادلها الجسيمات و الأجسام المادية .
15,9,0,218,29,0.13,0.1,6.67,، إضافة إلى نتائج هذه القوى .
15,10,0,218,33,0.15,0.1,4.46,أحيانا في الفيزياء الحديثة تضاف .
15,11,1,218,47,0.22,0.11,7.74,لهذه المجالات دراسة قوانين التناظر و الانحفاظ .
15,12,1,218,54,0.25,0.19,8.78,، مثل قوانين حفظ الطاقة و الزخم و الشحنة الكهربائية  .
15,13,0,218,121,0.56,0.22,23.45,و لأجل هذا يدرس الفيزيائيون مجالا واسعا من الظواهر الفيزيائية تمتد من المجالات الصغيرة المدى إلى المجالات الواسعة المدى .
15,14,0,218,26,0.12,0.15,2.8,، و من الجسيمات تحت-ذرية .
15,15,0,218,154,0.71,0.24,27.9,التي تتكون منها جميع المادة الباريونية فيزياء الجسيمات إلى درساة سلوك الأجسام الفيزيائية في العالم الكلاسيكي إلى دراسة حركة النجوم في الفضاء المادي سواء .
15,16,0,218,72,0.33,0.15,16.55,ضمن السرعات العادية أو قريبا من سرعة الضوء و أخيرا دراسة الكون بمجمله  .
15,17,1,218,25,0.11,0.08,3.23,الفيزياء هو علم الطبيعة .
15,18,1,218,28,0.13,0.12,5.71,، تفصيلا؛ هو فرع من العلوم .
15,19,1,218,45,0.21,0.05,9.56,والذي يهتم باستكشاف وتشخيص القوانين الكونية .
15,20,1,218,53,0.24,0.15,7.98,التي تتحكم في طبيعة المادة و الطاقة والفراغ والزمن  .
15,21,0,218,25,0.11,0.09,1.64,الإستكشافات في الفيزياء .
15,22,1,218,45,0.21,0.1,8.88,لها صدي كبير وتأثير بالغ في العلوم الطبيعية .
15,23,0,218,47,0.22,0.08,8.86,، والفيزياء وصفها العلماء بأنها العلم الأساسي .
15,24,0,218,31,0.14,0.06,5.94,وذلك لأن مجالات العلوم الأخري .
15,25,1,218,86,0.39,0.16,16.01,مثل الكيمياء و علم الأحياء تقوم بتشخيص أنظمة مادية تعتمد خواصها علي قوانين الفيزياء  .
15,26,0,218,41,0.19,0.07,7.36,الفيزياء كعلم تميزت عن الفلسفة الطبيعية .
15,27,1,218,25,0.11,0.05,6.34,مع بداية الثورة العلمية .
15,28,0,218,38,0.17,0.09,9.47,خلال القرنين السادس عشر و السابع عشر .
15,29,0,218,43,0.2,0.12,9.08,، وظلت هكذا حتي أشرق فجر الفيزياء الحديثة .
15,30,0,218,25,0.11,0.05,6.34,مع بداية القرن العشرين  .
15,31,0,218,24,0.11,0.07,3.94,استمر المجال في التوسع .
15,32,0,218,31,0.14,0.08,6.29,بسبب مجموعة متنامية من البحوث .
15,33,0,218,30,0.14,0.05,7.04,التي أدت ألي استكشافات ثورية .
15,34,0,218,85,0.39,0.12,18.19,مثل وضع النموذج المثالي لحركة الجسيمات الرئيسية أي النواة وما حولها من الإليكترونات .
15,35,0,218,39,0.18,0.09,8.75,، وكذلك وضع بحث لتاريخ الكون بالتفصيل .
15,36,0,218,93,0.43,0.17,17.54,، حتي وصلت إلى الطاقة النووية وأشباه الموصلات اللتين أحدثتا ثورة عظيمة في عالم التكنولوجيا  .
15,37,1,218,83,0.38,0.15,17.01,أما الآن في هذه البحوث تجري لإحداث تقدم في مجالات التوصيل الفائق الحوسبة الكمومية .
15,38,1,218,31,0.14,0.08,5.84,وذلك في حالة الدرجات العالية  .
15,39,0,218,136,0.62,0.23,23.29,بناءا علي الملاحظة والتجربة والنظريات العميقة بعيدة المدي فإن الفيزياء قدمت العديد من الإسهامات في مجال العلوم و التكنولوجيا والفلسفة  .
16,1,0,292,41,0.14,0.08,10.54,﻿علم الاحياء أو البيولوجيا من اليونانية .
16,2,1,292,91,0.31,0.4,21.27,، Biosتعني الحياة و Logos تعني المقالة أو الدراسة هو علم دراسة الحياة و الكائنات الحية من .
16,3,1,292,99,0.34,0.78,30.35,حيث بنيتها ، و طبيعتها ، و صفاتها ، و أنواعها ، و القوانين التي تحكم طرق عيشها و تطورها و تفاعلها .
16,4,1,292,18,0.06,0.05,6.09,مع وسطها الطبيعي .
16,5,1,292,158,0.54,0.97,34.17,و علم الاحياء واسع جدا و ينقسم لعدة فروع من أهمها علم الكائنات المجهرية و علم الحيوان و علم النبات و كذلك علم وضائف الاعضاء و الكيمياء الحيوية و علم البيئة  .
16,6,0,292,44,0.15,0.19,18.09,و مع ترقي هذا العلم ، منذ القرن التاسع عشر .
16,7,0,292,35,0.12,0.11,14.3,، صار ذات صلات وثيقة بالعلوم أخرى .
16,8,0,292,111,0.38,0.43,31.85,، النظرية منها و التطبيقية ، مثل الطب و الصيدلة و مجالات تقنية أخرى تلبي إحتياجات الإنسان الضرورية والمستمرة  .
16,9,0,292,51,0.17,0.2,15.94,و هكذا صرنا اليوم لا نتحدث عن علم بل علوم الحياة  .
16,10,0,292,48,0.16,0.13,11.61,يتعامل علم الأحياء مع دراسة كافة أشكال الحياة  .
16,11,1,292,52,0.18,0.23,14.75,حيث يهتم بخصائص المتعضيات الحية و تصنيفها و سلوكها .
16,12,1,292,85,0.29,0.32,25.74,، كما يدرس كيفية ظهور هذه الأنواع إلى الوجود و العلاقات المتبادلة بين بعضها البعض و .
16,13,1,292,20,0.07,0.14,5.91,بينها و بين بيئتها .
16,14,0,292,80,0.27,0.22,22.62,لذلك فإن علم الأحياء يحتضن داخله العديد من التخصصات و الفروع العلمية المستقلة  .
16,15,1,292,126,0.43,0.31,34.93,لكنها جميعا تجتمع في علاقتها بالكائنات الحية ظاهرة الحياة على مجال واسع من الأنواع و الحجام تبدا بدراسة الفيروسات و الجراثيم .
16,16,1,292,25,0.09,0.14,5.4,ثم النباتات و الحيوانات .
16,17,1,292,49,0.17,0.14,15.29,، في حين تختص فروع اخرى بدراسة العمليات الحيوية .
16,18,1,292,92,0.32,0.27,21.86,ضمن الخلية مثل الكيمياء الحيوية إلى فروع دراسة العلاقات بين الحياء و البيئة في علم البيئة  .
16,19,0,292,60,0.21,0.13,17.33,على مستوى العضوية ، تأخذ البيولوجيا على عاتقها دراسة ظواهر .
16,20,0,292,73,0.25,0.32,22.65,مثل الولادة ، النمو ، الشيخوخة aging ، الموت death و تفسخ الكائات الحية .
16,21,0,292,68,0.23,0.21,18.24,، ناهيك عن التشابهات بين الأجيال offspring و آبائهم وراثة heredity .
16,22,0,292,31,0.11,0.07,8.88,كما يدرس أيضا ازهرار النباتات .
16,23,0,292,35,0.12,0.15,9.92,و غيرها من الظواهر حيرت الإنسانية .
16,24,0,292,14,0.05,0.04,4.66,خلال التاريخ .
16,25,0,292,39,0.13,0.06,12.56,ظواره أخرى مثل إفراز الحليب lactation .
16,26,0,292,64,0.22,0.27,19.0,، metamorphosis ، وضع البيض ، تشافي healing ، الانتحاء Tropism .
16,27,1,292,33,0.11,0.16,10.44,ضمن مجال أوسع من الوقت و المكان .
16,28,1,292,49,0.17,0.22,10.09,، يدرس علماء الأحياء تهجين الحيوانات و النباتات .
16,29,1,292,81,0.28,0.22,19.52,، إضافة للتنوع الهائل في الحياة النباتية و الحيوانية التنوع الحيوي biodiversity .
16,30,1,292,45,0.15,0.13,13.7,، التغير في العضويات الحية عبر الزمن التطور .
16,31,1,292,38,0.13,0.16,9.33,، الانقراض ، ظهور الأنواع Speciation .
16,32,1,292,35,0.12,0.12,8.21,، السلوك الاجتماعي بين الحيوانات  .
16,33,0,292,33,0.11,0.16,5.63,يبرز ضمن علم الأحياء علم النبات .
16,34,0,292,115,0.39,0.17,29.0,الذي يختص بدراسة النباتات في حين يختص علم الحيوان بدراسة الحيوانات أما الأنثروبولوجيا فيختص بدرساة الكائن البشري  .
16,35,0,292,25,0.09,0.07,6.78,أما على المستوى الجزيئي .
16,36,0,292,84,0.29,0.48,16.09,، فتدرس الحياة ضمن علم الأحياء الجزيئي ، و الكيمياء الحيوية و علم الوراثة الجزيئي  .
16,37,0,292,68,0.23,0.26,16.57,أما على المستوى التالي و هو الخلية فهو يدرس في علم الأحياء الخلوي  .
16,38,0,292,50,0.17,0.05,12.96,عند الانتقال لمستوى عديدات الخلايا multicellular .
16,39,0,292,59,0.2,0.33,15.14,، يظهر لدينا علوم مثل الفيزيولوجيا و التشريح و علم النسج  .
16,40,0,292,105,0.36,0.27,23.21,أما علم أحياء النمو Developmental biology فهو يدرس الحياة في مستوى تطور و نمو الكائنات الحية المفردة أو .
16,41,0,292,18,0.06,0.04,5.4,ما يدعى ontogeny .
16,42,0,292,40,0.14,0.08,14.62,أما عندما نتقل إلى أكثر من عضوية واحدة .
16,43,1,292,84,0.29,0.2,23.42,، يبرز علم الوراثة الذي يدرس كيق تعمل مباديء الوراثة heredity بين الآباءو الأنسال  .
16,44,0,292,57,0.2,0.11,11.15,يدرس علم الإيثولوجيا Ethology سلوك المجموعات الحيوانية  .
